Measurement
;BCTZ_16cikel za lukata loceno
Graph
;2 point resistances

Series
;2pt_fwd_resistance [Ohm] X-expression: $N11.TM
;Assigned to Axis: Time [min]
;2pt_fwd_resistance [Ohm] Y-expression: $N1.M2
;Assigned to Axis: Resistance [Ohm]

;2pt_rev_resistance [Ohm] X-expression: $N11.TM
;Assigned to Axis: Time [min]
;2pt_rev_resistance [Ohm] Y-expression: $N2.M2
;Assigned to Axis: Resistance [Ohm]

;DMM avg R [Ohm] X-expression: $N11.TM
;Assigned to Axis: Time [min]
;DMM avg R [Ohm] Y-expression: ($N1.M2+$N2.M2)/2
;Assigned to Axis: Resistance [Ohm]

Data
;Index;X data for 2pt_fwd_resistance [Ohm];Y data for 2pt_fwd_resistance [Ohm];X data for 2pt_rev_resistance [Ohm];Y data for 2pt_rev_resistance [Ohm];X data for DMM avg R [Ohm];Y data for DMM avg R [Ohm];
;3062;4162.57626667502;11078.33;4156.87234999845;10906.07;4162.57626658073;10984.8;
;3063;4163.52790000616;11077.69;4157.8240166686;10902.4;4163.52789994329;10984.195;
;3064;4164.4776666665;11077.28;4158.77536667045;10898.68;4164.47766662459;10983.88;
;3065;4165.42745000683;11078.02;4159.7270166711;10895.56;4165.4274500173;10984.705;
;3066;4166.37721666717;11080.32;4160.67709999974;10893.95;4166.3772165624;10987.055;
;3067;4167.32693333994;11082.14;4161.626800003;10892.36;4167.32693328755;10988.835;
;3068;4168.27644999954;11083.33;4162.57626667502;10891.27;4168.27644998906;10989.955;
;3069;4169.22783334041;11084;4163.52790000616;10890.7;4169.22783322516;10990.625;
;3070;4170.17950000009;11084.73;4164.4776666665;10890.48;4170.17949998961;10991.315;
;3071;4171.12928334041;11085.3;4165.42745000683;10891.39;4171.12928323564;10991.875;
;3072;4172.07901667221;11085.63;4166.37721666717;10893.79;4172.07901666174;10992.18;
;3073;4173.02818333497;11085.96;4167.32693333994;10895.53;4173.02818330354;10992.435;
;3074;4173.97808334092;11085.66;4168.27644999954;10896.58;4173.97808333044;10992.155;
;3075;4174.93120000698;11085.85;4169.22783334041;10897.25;4174.93119989173;10992.335;
;3076;4175.88276667055;11086.21;4170.17950000009;10897.9;4175.88276657625;10992.665;
;3077;4176.83281667065;11086.7;4171.12928334041;10898.45;4176.83281666017;10993.145;
;3078;4177.78258334147;11087.67;4172.07901667221;10898.73;4177.78258335195;10994.15;
;3079;4178.73236667132;11087.93;4173.02818333497;10898.91;4178.73236659798;10994.33;
;3080;4179.6837333322;11087.78;4173.97808334092;10898.65;4179.68373326934;10994.15;
;3081;4180.63334999839;11087.78;4174.93120000698;10898.82;4180.63334990409;10994.175;
;3082;4181.58313333872;11087.41;4175.88276667055;10899.12;4181.58313329681;10993.775;
;3083;4182.5334666681;11087.83;4176.83281667065;10899.59;4182.53346662619;10994.105;
;3084;4183.48641667049;11088.04;4177.78258334147;10900.63;4183.4864165762;10994.355;
;3085;4184.43643333158;11088.22;4178.73236667132;10900.73;4184.43643324776;10994.55;
;3086;4185.38620000239;11088.62;4179.6837333322;10900.52;4185.38619993953;10994.865;
;3087;4186.33726667496;11088.88;4180.63334999839;10900.57;4186.33726666449;10995.165;
;3088;4187.28538333671;11089.75;4181.58313333872;10900.14;4187.28538325289;10995.965;
;3089;4188.23513333802;11090.6;4182.5334666681;10900.38;4188.23513323325;10996.84;
;3090;4189.1851499991;11091.69;4183.48641667049;10900.67;4189.18514990481;10997.905;
;3091;4190.13466666918;11092.83;4184.43643333158;10900.88;4190.1346666168;10998.975;
;3092;4191.08438334195;11093.11;4185.38620000239;10901.11;4191.08438333147;10999.3;
;3093;4192.03413333278;11094.37;4186.33726667496;10901.45;4192.03413331183;11000.435;
;3094;4192.98420000239;11094.6;4187.28538333671;10902.18;4192.98419996048;11000.635;
;3095;4193.9336333354;11095.25;4188.23513333802;10903.08;4193.93363328301;11001.275;
;3096;4194.88359999843;11096.1;4189.1851499991;10904.12;4194.88359998795;11002.085;
;3097;4195.84070000681;11096.66;4190.13466666918;10905.12;4195.84070001729;11002.605;
;3098;4196.78968333639;11098.1;4191.08438334195;10905.49;4196.78968334687;11004.04;
;3099;4197.73781666765;11098.98;4192.03413333278;10906.5;4197.7378166467;11004.78;
;3100;4198.68836666923;11099.02;4192.98420000239;10906.67;4198.6883665435;11004.895;
;3101;4199.63920000009;11101.34;4193.9336333354;10907.3;4199.63919998961;11007.195;
;3102;4200.58866667212;11103.6;4194.88359999843;10908.07;4200.58866657782;11009.33;
;3103;4201.53870000271;11104.73;4195.84070000681;10908.55;4201.5386999608;11010.515;
;3104;4202.48658333323;11106.75;4196.78968333639;10909.98;4202.48658327037;11012.31;
;3105;4203.43660000479;11107.02;4197.73781666765;10910.58;4203.43659994192;11012.39;
;3106;4204.38390000723;11105.05;4198.68836666923;10910.77;4204.38389991294;11010.45;
;3107;4205.33425000613;11102.58;4199.63920000009;10913.05;4205.33424994326;11007.925;
;3108;4206.28348333645;11100.16;4200.58866667212;10915.06;4206.28348325263;11005.485;
;3109;4207.2312999994;11098.87;4201.53870000271;10916.3;4207.23129989463;11004.245;
;3110;4208.18155000219;11097.03;4202.48658333323;10917.87;4208.18154999171;11002.385;
;3111;4209.13486667094;11095.25;4203.43660000479;10917.76;4209.13486656616;11000.625;
;3112;4210.08416666882;11093.67;4204.38390000723;10915.85;4210.08416655357;10999.025;
;3113;4211.03630000143;11091.86;4205.33425000613;10913.27;4211.0362998757;10997.3;
;3114;4211.98950000457;11090.51;4206.28348333645;10910.81;4211.98949995218;10995.995;
;3115;4212.94276667526;11089.16;4207.2312999994;10909.62;4212.94276656001;10994.875;
;3116;4213.89466666617;11088.37;4208.18155000219;10907.74;4213.89466661378;10994.04;
;3117;4214.8495333374;11087.59;4209.13486667094;10906;4214.84953334788;10993.26;
;3118;4215.79743333743;11085.41;4210.08416666882;10904.38;4215.79743322218;10991.22;
;3119;4216.74698333605;11085.2;4211.03630000143;10902.74;4216.74698333605;10991.045;
;3120;4217.69669999834;11086.13;4211.98950000457;10901.48;4217.69669990404;10991.99;
;3121;4218.64678333746;11087.45;4212.94276667526;10900.59;4218.64678325364;10993.26;
;3122;4219.59810000029;11088.96;4213.89466666617;10899.71;4219.59809995838;10994.79;
;3123;4220.5461833335;11090.18;4214.8495333374;10898.93;4220.54618328111;10995.97;
;3124;4221.49419999914;11090.96;4215.79743333743;10897.03;4221.49419993628;10996.85;
;3125;4222.4439000024;11092;4216.74698333605;10896.89;4222.44389996049;10997.88;
;3126;4223.39341667248;11091.89;4217.69669999834;10897.85;4223.393416662;10997.805;
;3127;4224.34301666915;11093.86;4218.64678333746;10899.07;4224.34301659581;10999.69;
;3128;4225.29146666871;11096.14;4219.59810000029;10900.62;4225.29146655346;11002.075;
;3129;4226.24146667076;11100.13;4220.5461833335;10901.76;4226.24146666029;11006.02;
;3130;4227.19253333285;11103.95;4221.49419999914;10902.74;4227.19253323856;11009.725;
;3131;4228.14570000744;11107.18;4222.4439000024;10903.76;4228.14569991315;11012.825;
;3132;4228.14570000744;11107.18;4223.39341667248;10903.72;4229.09743334516;11013.84;
;3133;4229.09743333468;11108.4;4224.34301666915;10905.52;4230.04799995339;11014.785;
;3134;4230.04800000577;11109.33;4225.29146666871;10908.01;4231.05328324833;11013.97;
;3135;4231.05328333215;11108.6;4226.24146667076;10911.91;4232.00341656455;11051.73;
;3136;4232.00341666932;11141.58;4227.19253333285;10915.5;4232.95293326606;11198.105;
;3137;4232.9529333394;11283.21;4228.14570000744;10918.47;4233.90294993762;11461.15;
;3138;4233.90295000048;11542.48;4228.14570000744;10918.47;4234.85055000172;11848.865;
;3139;4234.85055000172;11927.57;4229.09743333468;10919.28;4235.79833323136;12660.96;
;3140;4235.79833333613;12209.35;4230.04800000577;10920.24;4236.7484332819;13356.735;
;3141;4236.74843333429;12829.16;4231.05328333215;10919.34;4237.69796669483;14423.195;
;3142;4237.69796667388;14028.63;4232.00341666932;10961.88;4238.64771667519;15458.635;
;3143;4238.64771667519;14992.56;4232.9529333394;11113;4239.59581656265;16657.64;
;3144;4239.59581666742;16127.18;4233.90295000048;11379.82;4240.54538324126;18033.795;
;3145;4240.54538333556;17449.3;4234.85055000172;11770.16;4241.49626664352;19578.24;
;3146;4241.49626667495;18957.97;4235.79833333613;13112.57;4242.44479996967;21289.36;
;3147;4242.4448000011;20649.73;4236.74843333429;13884.31;4243.52728325408;23445.36;
;3148;4243.5272833379;22803.95;4237.69796667388;14817.76;4244.47573334794;25533.485;
;3149;4244.47573333746;24918.57;4238.64771667519;15924.71;4245.4236166575;27799.26;
;3150;4245.42361666798;27221.19;4239.59581666742;17188.1;4246.37309995713;30265.755;
;3151;4246.37309999904;29742.08;4240.54538333556;18618.29;4247.32473331969;32947.94;
;3152;4247.32473334065;32494.51;4241.49626667495;20198.51;4248.27471657889;35845.34;
;3153;4248.27471667319;35471.75;4242.4448000011;21928.99;4249.22258333419;38975.69;
;3154;4249.22258333419;38695.11;4243.5272833379;24086.77;4250.17189987586;42361.635;
;3155;4250.17190000159;42184.57;4244.47573333746;26148.4;4251.12189999316;46019.13;
;3156;4251.12190000364;45955.18;4245.42361666798;28377.33;4252.07144996035;49967.12;
;3157;4252.07145000226;50026.15;4246.37309999904;30789.43;4253.02144992049;54231.08;
;3158;4253.02145000431;54430.3;4247.32473334065;33401.37;4253.97306658211;58833.465;
;3159;4253.97306666593;59185.82;4248.27471667319;36218.93;4254.92256658268;63786.48;
;3160;4254.9225666665;64308.27;4249.22258333419;39256.27;4255.87231656304;69116.435;
;3161;4255.87231666781;69818.79;4250.17190000159;42538.7;4256.82049997617;74855.06;
;3162;4256.8205000076;75756.75;4251.12190000364;46083.08;4257.76996656437;81035.455;
;3163;4257.76996666915;82154.68;4252.07145000226;49908.09;4258.72156666126;87720.075;
;3164;4258.72156667174;89064.8;4253.02145000431;54031.86;4259.67486668145;94894.1;
;3165;4259.67486667098;96490.55;4253.97306666593;58481.11;4260.62514989753;102590.8;
;3166;4260.62515000231;104450.3;4254.9225666665;63264.69;4261.57436664216;110871.4;
;3167;4261.57436667359;113012.9;4255.87231666781;68414.08;4262.5222832174;118579.05;
;3168;4262.52228333266;119836.9;4256.8205000076;73953.37;4263.47604994196;128110.15;
;3169;4263.47605000483;129611.7;4257.76996666915;79916.23;4264.42713322118;139586.25;
;3170;4264.42713333643;142597.9;4258.72156667174;86375.35;4265.37693331484;150590.4;
;3171;4265.37693333579;153881.7;4259.67486667098;93297.65;4266.32693328545;162390.1;
;3172;4266.32693333784;165962.8;4260.62515000231;100731.3;4267.27514995378;175050.45;
;3173;4267.27515000617;178892.1;4261.57436667359;108729.9;4268.22433329653;188651.2;
;3174;4268.22433333844;192753.7;4262.52228333266;117321.2;4269.17461665929;203282;
;3175;4269.17461666977;207622.5;4263.47605000483;126608.6;4270.12594992877;218994.3;
;3176;4270.12595000211;223553.8;4264.42713333643;136574.6;4271.07539995224;235841.4;
;3177;4271.07540000463;240574.4;4265.37693333579;147299.1;4272.02514994307;253933.9;
;3178;4272.02515000594;258792.2;4266.32693333784;158817.4;4272.97756665735;273431.25;
;3179;4272.97756666783;278386.6;4267.27515000617;171208.8;4273.92681667814;294272.25;
;3180;4273.92681666766;299262.7;4268.22433333844;184548.7;4274.87819990376;316699.9;
;3181;4274.87820000853;321649.4;4269.17461666977;198941.5;4275.82789992797;340795.1;
;3182;4275.82790000131;345635.7;4270.12595000211;214434.8;4276.78133328329;366647.2;
;3183;4276.78133333568;371309.7;4271.07540000463;231108.4;4277.73269995465;394411.45;
;3184;4277.73270000704;398810.2;4272.02515000594;249075.6;4278.68061667657;424131.15;
;3185;4278.6806166661;428156.7;4272.97756666783;268475.9;4279.63014994282;456117.55;
;3186;4279.63015000569;459706.8;4273.92681666766;289281.8;4280.58023328194;490513.35;
;3187;4280.58023333433;493569.8;4274.87820000853;311750.4;4281.52996656136;527443.9;
;3188;4281.52996666613;529809.2;4275.82790000131;335954.5;4282.47786658234;567096.35;
;3189;4282.47786666616;568726.2;4276.78133333568;361984.7;4283.4278832539;609813;
;3190;4283.42788333772;610567;4277.73270000704;390012.7;4284.37708329759;655738.2;
;3191;4284.3770833395;655513.7;4278.6806166661;420105.6;4285.33051666338;705352.05;
;3192;4285.33051667386;704032.7;4279.63015000569;452528.3;4286.28048322164;758587.05;
;3193;4286.28048333689;756054;4280.58023333433;487456.9;4287.23024991341;815750.1;
;3194;4287.23025000771;811919.5;4281.52996666613;525078.6;4288.17778329947;877197.8;
;3195;4288.17778334138;871930.8;4282.47786666616;565466.5;4289.12615002482;943396.15;
;3196;4289.12615000387;936534.9;4283.42788333772;609059;4290.07565002539;1014607.5;
;3197;4290.07565000444;1006067;4284.3770833395;655962.7;4291.02569995215;1091232;
;3198;4291.02570000454;1080876;4285.33051667386;706671.4;4291.97491656058;1173709.5;
;3199;4291.97491666535;1161325;4286.28048333689;761120.1;4292.92463328573;1414346.5;
;3200;4292.92463333812;1470404;4287.23025000771;819580.7;4293.87333322316;1537503;
;3201;4293.87333333842;1603513;4288.17778334138;882464.8;4294.82526667882;1663826;
;3202;4294.82526666834;1735875;4289.12615000387;950257.4;4295.77708320692;1797576.5;
;3203;4295.77708333265;1874664;4290.07565000444;1023148;4296.72874997137;1940788;
;3204;4296.7287500028;2022115;4291.02570000454;1101588;4297.6778833475;2093852;
;3205;4297.67788333702;2179091;4291.97491666535;1186094;4298.62748328131;2258736.5;
;3206;4298.62748333369;2347533;4292.92463333812;1358289;4299.57814996946;2436263;
;3207;4299.57815000089;2527738;4293.87333333842;1471493;4300.5273832893;2627738;
;3208;4300.52738334169;2721997;4294.82526666834;1591777;4301.4771499706;2834034;
;3209;4301.47715000203;2930943;4295.77708333265;1720489;4302.42686669575;3056509;
;3210;4302.4268666748;3155320;4296.7287500028;1859461;4303.37658326374;3296323;
;3211;4303.37658333709;3396587;4297.67788333702;2008613;4304.32803331409;3556868.5;
;3212;4304.32803333504;3658310;4298.62748333369;2169940;4305.27796661714;3835616.5;
;3213;4305.27796666953;3938839;4299.57815000089;2344788;4306.22754998622;4137506;
;3214;4306.22755000717;4241307;4300.52738334169;2533479;4307.17576666502;4463481;
;3215;4307.17576666502;4567469;4301.47715000203;2737125;4308.12524995417;4814361;
;3216;4308.12525000656;4920076;4302.4268666748;2957698;4309.07501664595;5196782;
;3217;4309.0750166669;5301835;4303.37658333709;3196059;4310.02444996848;5608658;
;3218;4310.02444999991;5714217;4304.32803333504;3455427;4310.97431659349;6052615;
;3219;4310.97431666683;6157499;4305.27796666953;3732394;4311.92438323167;6533256.5;
;3220;4311.92438333645;6638278;4306.22755000717;4033705;4312.87603329518;7053963.5;
;3221;4312.87603333709;7158774;4307.17576666502;4359493;4313.82523334934;7616204;
;3222;4313.82523333887;7718627;4308.12525000656;4708646;4314.77529998752;8224939;
;3223;4314.77530000848;8328993;4309.0750166669;5091729;4315.72291661636;8880545;
;3224;4315.72291666875;8984976;4310.02444999991;5503099;4316.67323323432;9593047.5;
;3225;4316.6732333391;9698677;4310.97431666683;5947731;4317.62486659689;10360910;
;3226;4317.62486667023;10465590;4311.92438333645;6428235;4318.57433333178;11193335;
;3227;4318.57433333178;11302010;4312.87603333709;6949153;4319.52358335257;12036165;
;3228;4319.52358333161;12090330;4313.82523333887;7513781;4320.47363327933;13001850;
;3229;4320.47363333171;13050470;4314.77530000848;8120885;4321.4233999711;14044465;
;3230;4321.42340000253;14089610;4315.72291666875;8776114;4322.37344990834;15176080;
;3231;4322.37345000263;15217150;4316.6732333391;9487418;4323.32433332107;16397280;
;3232;4323.32433333155;16434170;4317.62486667023;10256230;4324.27623321768;17721410;
;3233;4324.27623333293;17756930;4318.57433333178;11084660;4325.22613325506;19149975;
;3234;4325.22613333887;19179330;4319.52358333161;11982000;4326.17721668095;20717980;
;3235;4326.17721667048;20768990;4320.47363333171;12953230;4327.12696666131;22364250;
;3236;4327.12696667179;22385860;4321.42340000253;13999320;4328.07669994072;24172185;
;3237;4328.07670000358;24192520;4322.37345000263;15135010;4329.02483324055;26117325;
;3238;4329.02483333484;26131070;4323.32433333155;16360390;4329.97473326745;28228865;
;3239;4329.97473334079;28250000;4324.27623333293;17685890;4330.92421656707;30511825;
;3240;4330.92421667185;30528130;4325.22613333887;19120620;4331.87241668114;32977885;
;3241;4331.87241667067;32976930;4326.17721667048;20666970;4332.82353321556;35654485;
;3242;4332.82353334129;35670310;4327.12696667179;22342640;4333.77364997752;38523630;
;3243;4333.77364999847;38531170;4328.07670000358;24151850;4334.72343322355;41651575;
;3244;4334.7234333388;41657610;4329.02483333484;26103580;4335.67268323386;45009345;
;3245;4335.67268333863;45050300;4329.97473334079;28207730;4336.62466665613;48652710;
;3246;4336.62466666661;48692780;4330.92421667185;30495520;4337.57581661339;52557795;
;3247;4337.57581666578;52613620;4331.87241667067;32978840;4338.52558330516;56800845;
;3248;4338.5255833366;56883940;4332.82353334129;35638660;4339.47755001602;61364015;
;3249;4339.47755000554;61443300;4333.77364999847;38516090;4340.42898321874;66297800;
;3250;4340.42898333399;66383240;4334.7234333388;41645540;4341.37878331239;71608840;
;3251;4341.37878333335;71721990;4335.67268333863;44968390;4342.33010001713;77373705;
;3252;4342.33010000666;77557490;4336.62466666661;48612640;4343.27858324046;83565635;
;3253;4343.27858333476;83766190;4337.57581666578;52501970;4344.2319332168;90320440;
;3254;4344.23193333205;90622540;4338.5255833366;56717750;4345.18513330375;97430080;
;3255;4345.18513333518;97676020;4339.47755000554;61284730;4346.13493325072;105311050;
;3256;4346.13493333454;105682700;4340.42898333399;66212360;4347.08448321791;113631700;
;3257;4347.08448333316;113990500;4341.37878333335;71495690;NAN;NAN;
;3258;NAN;NAN;4342.33010000666;77189920;NAN;NAN;
;3259;NAN;NAN;4343.27858333476;83365080;NAN;NAN;
;3260;NAN;NAN;4344.23193333205;90018340;NAN;NAN;
;3261;NAN;NAN;4345.18513333518;97184140;NAN;NAN;
;3262;NAN;NAN;4346.13493333454;104939400;NAN;NAN;
;3263;NAN;NAN;4347.08448333316;113272900;NAN;NAN;
;3264;NAN;NAN;NAN;NAN;NAN;NAN;
;3265;NAN;NAN;NAN;NAN;NAN;NAN;
;3266;NAN;NAN;NAN;NAN;NAN;NAN;
;3267;NAN;NAN;NAN;NAN;NAN;NAN;
;3268;NAN;NAN;NAN;NAN;NAN;NAN;
;3269;NAN;NAN;NAN;NAN;NAN;NAN;
;3270;NAN;NAN;NAN;NAN;NAN;NAN;
;3271;NAN;NAN;NAN;NAN;NAN;NAN;
;3272;NAN;NAN;NAN;NAN;NAN;NAN;
;3273;NAN;NAN;NAN;NAN;NAN;NAN;
;3274;NAN;NAN;NAN;NAN;NAN;NAN;
;3275;NAN;NAN;NAN;NAN;NAN;NAN;
;3276;NAN;NAN;NAN;NAN;NAN;NAN;
;3277;NAN;NAN;NAN;NAN;NAN;NAN;
;3278;NAN;NAN;NAN;NAN;NAN;NAN;
;3279;NAN;NAN;NAN;NAN;NAN;NAN;
;3280;NAN;NAN;NAN;NAN;NAN;NAN;
;3281;NAN;NAN;NAN;NAN;NAN;NAN;
;3282;NAN;NAN;NAN;NAN;NAN;NAN;
;3283;NAN;NAN;NAN;NAN;NAN;NAN;
;3284;NAN;NAN;NAN;NAN;NAN;NAN;
;3285;NAN;NAN;NAN;NAN;NAN;NAN;
;3286;NAN;NAN;NAN;NAN;NAN;NAN;
;3287;NAN;NAN;NAN;NAN;NAN;NAN;
;3288;NAN;NAN;NAN;NAN;NAN;NAN;
;3289;NAN;NAN;NAN;NAN;NAN;NAN;
;3290;NAN;NAN;NAN;NAN;NAN;NAN;
;3291;NAN;NAN;NAN;NAN;NAN;NAN;
;3292;NAN;NAN;NAN;NAN;NAN;NAN;
;3293;NAN;NAN;NAN;NAN;NAN;NAN;
;3294;NAN;NAN;NAN;NAN;NAN;NAN;
;3295;NAN;NAN;NAN;NAN;NAN;NAN;
;3296;NAN;NAN;NAN;NAN;NAN;NAN;
;3297;NAN;NAN;NAN;NAN;NAN;NAN;
;3298;NAN;NAN;NAN;NAN;NAN;NAN;
;3299;NAN;NAN;NAN;NAN;NAN;NAN;
;3300;NAN;NAN;NAN;NAN;NAN;NAN;
;3301;NAN;NAN;NAN;NAN;NAN;NAN;
;3302;NAN;NAN;NAN;NAN;NAN;NAN;
;3303;NAN;NAN;NAN;NAN;NAN;NAN;
;3304;NAN;NAN;NAN;NAN;NAN;NAN;
;3305;NAN;NAN;NAN;NAN;NAN;NAN;
;3306;NAN;NAN;NAN;NAN;NAN;NAN;
;3307;NAN;NAN;NAN;NAN;NAN;NAN;
;3308;NAN;NAN;NAN;NAN;NAN;NAN;
;3309;NAN;NAN;NAN;NAN;NAN;NAN;
;3310;NAN;NAN;NAN;NAN;NAN;NAN;
;3311;NAN;NAN;NAN;NAN;NAN;NAN;
;3312;NAN;NAN;NAN;NAN;NAN;NAN;
;3313;NAN;NAN;NAN;NAN;NAN;NAN;
;3314;NAN;NAN;NAN;NAN;NAN;NAN;
;3315;NAN;NAN;NAN;NAN;NAN;NAN;
;3316;NAN;NAN;NAN;NAN;NAN;NAN;
;3317;NAN;NAN;NAN;NAN;NAN;NAN;
;3318;NAN;NAN;NAN;NAN;NAN;NAN;
;3319;NAN;NAN;NAN;NAN;NAN;NAN;
;3320;NAN;NAN;NAN;NAN;NAN;NAN;
;3321;NAN;NAN;NAN;NAN;NAN;NAN;
;3322;NAN;NAN;NAN;NAN;NAN;NAN;
;3323;NAN;NAN;NAN;NAN;NAN;NAN;
;3324;NAN;NAN;NAN;NAN;NAN;NAN;
;3325;NAN;NAN;NAN;NAN;NAN;NAN;
;3326;NAN;NAN;NAN;NAN;NAN;NAN;
;3327;NAN;NAN;NAN;NAN;NAN;NAN;
;3328;NAN;NAN;NAN;NAN;NAN;NAN;
;3329;NAN;NAN;NAN;NAN;NAN;NAN;
;3330;NAN;NAN;NAN;NAN;NAN;NAN;
;3331;NAN;NAN;NAN;NAN;NAN;NAN;
;3332;NAN;NAN;NAN;NAN;NAN;NAN;
;3333;NAN;NAN;NAN;NAN;NAN;NAN;
;3334;NAN;NAN;NAN;NAN;NAN;NAN;
;3335;NAN;NAN;NAN;NAN;NAN;NAN;
;3336;NAN;NAN;NAN;NAN;NAN;NAN;
;3337;NAN;NAN;NAN;NAN;NAN;NAN;
;3338;NAN;NAN;NAN;NAN;NAN;NAN;
;3339;NAN;NAN;NAN;NAN;NAN;NAN;
;3340;NAN;NAN;NAN;NAN;NAN;NAN;
;3341;NAN;NAN;NAN;NAN;NAN;NAN;
;3342;NAN;NAN;NAN;NAN;NAN;NAN;
;3343;NAN;NAN;NAN;NAN;NAN;NAN;
;3344;NAN;NAN;NAN;NAN;NAN;NAN;
;3345;NAN;NAN;NAN;NAN;NAN;NAN;
;3346;NAN;NAN;NAN;NAN;NAN;NAN;
;3347;NAN;NAN;NAN;NAN;NAN;NAN;
;3348;NAN;NAN;NAN;NAN;NAN;NAN;
;3349;NAN;NAN;NAN;NAN;NAN;NAN;
;3350;NAN;NAN;NAN;NAN;NAN;NAN;
;3351;NAN;NAN;NAN;NAN;NAN;NAN;
;3352;NAN;NAN;NAN;NAN;NAN;NAN;
;3353;NAN;NAN;NAN;NAN;NAN;NAN;
;3354;NAN;NAN;NAN;NAN;NAN;NAN;
;3355;NAN;NAN;NAN;NAN;NAN;NAN;
;3356;NAN;NAN;NAN;NAN;NAN;NAN;
;3357;NAN;NAN;NAN;NAN;NAN;NAN;
;3358;NAN;NAN;NAN;NAN;NAN;NAN;
;3359;NAN;NAN;NAN;NAN;NAN;NAN;
;3360;NAN;NAN;NAN;NAN;NAN;NAN;
;3361;NAN;NAN;NAN;NAN;NAN;NAN;
;3362;NAN;NAN;NAN;NAN;NAN;NAN;
;3363;NAN;NAN;NAN;NAN;NAN;NAN;
;3364;NAN;NAN;NAN;NAN;NAN;NAN;
;3365;NAN;NAN;NAN;NAN;NAN;NAN;
;3366;NAN;NAN;NAN;NAN;NAN;NAN;
;3367;NAN;NAN;NAN;NAN;NAN;NAN;
;3368;NAN;NAN;NAN;NAN;NAN;NAN;
;3369;NAN;NAN;NAN;NAN;NAN;NAN;
;3370;NAN;NAN;NAN;NAN;NAN;NAN;
;3371;NAN;NAN;NAN;NAN;NAN;NAN;
;3372;NAN;NAN;NAN;NAN;NAN;NAN;
;3373;NAN;NAN;NAN;NAN;NAN;NAN;
;3374;NAN;NAN;NAN;NAN;NAN;NAN;
;3375;NAN;NAN;NAN;NAN;NAN;NAN;
;3376;NAN;NAN;NAN;NAN;NAN;NAN;
;3377;NAN;NAN;NAN;NAN;NAN;NAN;
;3378;NAN;NAN;NAN;NAN;NAN;NAN;
;3379;NAN;NAN;NAN;NAN;NAN;NAN;
;3380;NAN;NAN;NAN;NAN;NAN;NAN;
;3381;NAN;NAN;NAN;NAN;NAN;NAN;
;3382;NAN;NAN;NAN;NAN;NAN;NAN;
;3383;NAN;NAN;NAN;NAN;NAN;NAN;
;3384;NAN;NAN;NAN;NAN;NAN;NAN;
;3385;NAN;NAN;NAN;NAN;NAN;NAN;
;3386;NAN;NAN;NAN;NAN;NAN;NAN;
;3387;NAN;NAN;NAN;NAN;NAN;NAN;
;3388;NAN;NAN;NAN;NAN;NAN;NAN;
;3389;NAN;NAN;NAN;NAN;NAN;NAN;
;3390;NAN;NAN;NAN;NAN;NAN;NAN;
;3391;NAN;NAN;NAN;NAN;NAN;NAN;
;3392;NAN;NAN;NAN;NAN;NAN;NAN;
;3393;NAN;NAN;NAN;NAN;NAN;NAN;
;3394;NAN;NAN;NAN;NAN;NAN;NAN;
;3395;NAN;NAN;NAN;NAN;NAN;NAN;
;3396;NAN;NAN;NAN;NAN;NAN;NAN;
;3397;NAN;NAN;NAN;NAN;NAN;NAN;
;3398;NAN;NAN;NAN;NAN;NAN;NAN;
;3399;NAN;NAN;NAN;NAN;NAN;NAN;
;3400;NAN;NAN;NAN;NAN;NAN;NAN;
;3401;NAN;NAN;NAN;NAN;NAN;NAN;
;3402;NAN;NAN;NAN;NAN;NAN;NAN;
;3403;NAN;NAN;NAN;NAN;NAN;NAN;
;3404;NAN;NAN;NAN;NAN;NAN;NAN;
;3405;NAN;NAN;NAN;NAN;NAN;NAN;
;3406;NAN;NAN;NAN;NAN;NAN;NAN;
;3407;NAN;NAN;NAN;NAN;NAN;NAN;
;3408;NAN;NAN;NAN;NAN;NAN;NAN;
;3409;NAN;NAN;NAN;NAN;NAN;NAN;
;3410;NAN;NAN;NAN;NAN;NAN;NAN;
;3411;NAN;NAN;NAN;NAN;NAN;NAN;
;3412;NAN;NAN;NAN;NAN;NAN;NAN;
;3413;NAN;NAN;NAN;NAN;NAN;NAN;
;3414;NAN;NAN;NAN;NAN;NAN;NAN;
;3415;NAN;NAN;NAN;NAN;NAN;NAN;
;3416;NAN;NAN;NAN;NAN;NAN;NAN;
;3417;NAN;NAN;NAN;NAN;NAN;NAN;
;3418;NAN;NAN;NAN;NAN;NAN;NAN;
;3419;NAN;NAN;NAN;NAN;NAN;NAN;
;3420;NAN;NAN;NAN;NAN;NAN;NAN;
;3421;NAN;NAN;NAN;NAN;NAN;NAN;
;3422;NAN;NAN;NAN;NAN;NAN;NAN;
;3423;NAN;NAN;NAN;NAN;NAN;NAN;
;3424;NAN;NAN;NAN;NAN;NAN;NAN;
;3425;NAN;NAN;NAN;NAN;NAN;NAN;
;3426;NAN;NAN;NAN;NAN;NAN;NAN;
;3427;NAN;NAN;NAN;NAN;NAN;NAN;
;3428;NAN;NAN;NAN;NAN;NAN;NAN;
;3429;NAN;NAN;NAN;NAN;NAN;NAN;
;3430;NAN;NAN;NAN;NAN;NAN;NAN;
;3431;NAN;NAN;NAN;NAN;NAN;NAN;
;3432;NAN;NAN;NAN;NAN;NAN;NAN;
